id,binance_order_id,pair,direction,status,entry_price,exit_price,current_price,investment,leverage,notional_value,quantity,confidence,entry_gap,entry_ema_gap_5_8,entry_ema_gap_8_13,entry_rsi,entry_rsi_prev,entry_adx,entry_adx_prev,entry_ema5_stretch,entry_price_vs_ema5_pct,entry_macro_trend,entry_ema20_slope,entry_btc_ema20_slope,entry_btc_adx,entry_btc_adx_prev,entry_btc_rsi,entry_btc_rsi_prev,entry_btc_rsi_prev6,entry_btc_atr_pct,entry_btc_rsi_1h,entry_btc_rsi_1h_prev,entry_pattern_c1_match,entry_pattern_c2_match,entry_pattern_c3_match,entry_pattern_c4_match,entry_pattern_c5_match,entry_pattern_c6_match,entry_pattern_c7_match,entry_pattern_c8_match,entry_pattern_c9_match,entry_pattern_c_any_match,entry_pattern_w1_match,entry_pattern_w2_match,entry_pattern_w3_match,entry_pattern_w4_match,entry_pattern_w5_match,entry_pattern_w6_match,entry_pattern_w_any_match,pattern_cell_source,pattern_fixed_tp_pct,pattern_fixed_sl_pct,entry_global_volume_ratio,entry_pair_volume_ratio,entry_bull_pct,entry_bear_pct,entry_range_position,entry_adx_delta,entry_quality_score,entry_btc_regime,exit_btc_regime,entry_btc_regime_started_at,entry_btc_trend_gap_pct,entry_pos_di,entry_neg_di,entry_atr_pct,entry_ema50_slope,entry_funding_rate,entry_pair_ema20_ema50_gap_pct,entry_dist_from_ema13_pct,entry_btc_dist_from_ema13_pct,entry_btc_1h_slope,phantom_be_aggr_triggered_at,phantom_be_aggr_would_exit_pnl,entry_pair_volume_24h_usd,exit_pair_ema20_ema50_gap_pct,exit_btc_trend_gap_pct,first_cross_ema13_at,first_cross_ema13_pnl_pct,confirmed_cross_ema13_at,confirmed_cross_ema13_pnl_pct,first_cross_ema20_at,first_cross_ema20_pnl_pct,confirmed_cross_ema20_at,confirmed_cross_ema20_pnl_pct,entry_fee,exit_fee,total_fee,pnl,pnl_percentage,peak_pnl,trough_pnl,high_price_since_entry,low_price_since_entry,peak_ema5_gap,peak_ema5_dist_pct,peak_ema5_slope_pct,peak_reached_at,trough_reached_at,trough_ema5_dist_pct,ema5_went_negative,current_tp_level,dynamic_tp_target,no_expansion_last_check,signal_active_at_close,exit_slippage_pct,closing_in_progress,close_initiated_at,protective_sl_order_id,protective_tp_order_id,cell_multiplier,cell_lev_multiplier,cell_multiplier_source,cell_multiplier_capped,ema13_strict_held_pnl_pct,trailing_first_pullback_pnl_pct,trailing_pullback_resets,trailing_confirmed_at,exit_price_vs_ema5_pct,exit_ema5_slope_pct,exit_ema5_crossed,post_exit_running_high,post_exit_running_low,post_exit_running_peak_at,post_exit_running_trough_at,post_exit_peak_pnl,post_exit_trough_pnl,post_exit_peak_minutes,post_exit_trough_minutes,post_exit_signal_lost_minutes,post_exit_pnl_at_signal_lost,post_exit_final_pnl,post_exit_peak_before_signal_lost,post_exit_rsi_exit_minutes,post_exit_rsi_exit_pnl,post_exit_rsi3_exit_minutes,post_exit_rsi3_exit_pnl,post_arm_min_pnl_pct,post_arm_min_pnl_at,post_exit_ema13_cross_minutes,post_exit_ema13_cross_pnl,post_exit_regime_flip_at,post_exit_regime_flip_pnl_pct,post_exit_signal_regained_minutes,post_exit_pnl_at_signal_regained,post_exit_floor_before_signal_regain,post_exit_pnl_at_1min,post_exit_pnl_at_2min,post_exit_pnl_at_5min,post_exit_pnl_at_15min,post_exit_pnl_at_30min,phantom_be_l1_triggered_at,phantom_be_l1_would_exit_pnl,phantom_be_l2_triggered_at,phantom_be_l2_would_exit_pnl,phantom_regime_change_exit_triggered_at,phantom_regime_change_exit_pnl,phantom_tick_a_triggered_at,phantom_tick_a_pnl,phantom_tick_b_triggered_at,phantom_tick_b_pnl,phantom_tick_c_triggered_at,phantom_tick_c_pnl,phantom_tick_d_triggered_at,phantom_tick_d_pnl,phantom_tick_e_triggered_at,phantom_tick_e_pnl,phantom_tick_f_triggered_at,phantom_tick_f_pnl,phantom_tick_g_triggered_at,phantom_tick_g_pnl,signal_lost_flagged,signal_lost_flag_pnl,signal_lost_flagged_at,fl1_origin,fl2_flagged,fl2_flagged_at,fl2_flag_pnl,regime_neutral_hit_at,regime_neutral_pnl,regime_comeback_at,regime_comeback_pnl,regime_opposite_at,regime_opposite_pnl,first_rsi2_pnl,first_rsi2_minutes,first_rsi3_pnl,first_rsi3_minutes,opened_at,closed_at,close_reason,entry_order_type,exit_order_type,is_paper,notes,entry_desired_notional,entry_liquidity_cap_notional,liquidity_capped,entry_slippage_pct,phantom_ema13_cross_pnl,phantom_ema13_cross_at,phantom_trail_suppress_pnl,phantom_trail_suppress_at,entry_gap_expand_marginal,shadow_tight_pnl,shadow_tight_reason,shadow_tight_min,shadow_wide_pnl,shadow_wide_reason,shadow_wide_min,shadow_tierA_pnl,shadow_tierA_reason,shadow_tierA_min,shadow_tierB_pnl,shadow_tierB_reason,shadow_tierB_min,shadow_strpk_pnl,shadow_strpk_reason,shadow_strpk_min,shadow_strpk04_pnl,shadow_strpk04_reason,shadow_strpk04_min,shadow_strpk03_pnl,shadow_strpk03_reason,shadow_strpk03_min,shadow_stren_pnl,shadow_stren_reason,shadow_stren_min,shadow_strpk_signed_pnl,shadow_strpk_signed_reason,shadow_strpk_signed_min,shadow_peak_stretch,runner_peak_stretch
24,,HYPEUSDT,LONG,CLOSED,62.094,61.637,61.649,404.67934133172696,20.0,8093.586826634539,130.34410452917413,VERY_STRONG,0.1522,0.1688,0.0597,56.25,52.57,24.1751,25.1189,0.3087,0.3096,BULLISH,0.1386,0.1806,23.0871,20.8631,65.5,70.7,51.6,0.2378,53.7,44.9,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,,,,0.9797,0.8657,88.6,9.1,64.4,-0.9438,5.0,HEALTHY_BULL,HEALTHY_BULL,,0.2416,25.205360446841564,19.842245303365928,0.5387,-0.5484,-4.3e-05,-0.6315,0.5389,0.3884,-0.0664,,,1414948188.72391,,0.2758,2026-06-09T05:01:47.195639,-0.5508,,,2026-06-09T05:01:44.299884,-0.5057,,,1.456845628794217,3.6153088068891175,5.072154435683334,-64.63941020551601,-0.7986497407156904,0.0,-0.848551583083711,62.096,62.094,0.0,,,,2026-06-09T05:06:18.974130,-0.4051,ENDED_NEG,1,0.45,,False,,False,,,,1.0,1.0,,False,-0.5507502657261641,,0,,-0.2535,-0.0811,True,62.575,61.208,2026-06-09T05:34:53.707945,2026-06-09T05:10:33.992210,0.7116,-1.4899,28.0,3.67,0.02,-0.8054,0.4056,0.0,0.02,-0.8054,3.28,-1.382,,,3.28,-1.382,,,,,,-0.7281,-1.0776,-1.1211,0.2639,0.4846,,,,,,,2026-06-09T05:35:30.003593,0.4701,2026-06-09T05:24:01.787554,0.1802,2026-06-09T05:37:07.708762,0.3428,2026-06-09T05:35:50.137452,0.433,2026-06-09T05:37:07.708762,0.3428,2026-06-09T05:25:26.622405,0.0626,2026-06-09T05:25:25.613240,0.0626,False,,,,False,,,,,,,,,-0.6039,11.36,-0.5958,12.49,2026-06-09T04:50:57,2026-06-09T05:06:53.409668,STOP_LOSS L1,MAKER,TAKER,True,,8093.586826634539,500000.0,False,-0.0016,,,,,False,0.4926,ema13,32.04,0.4926,ema13,32.04,0.4926,ema13,32.04,0.4926,ema13,32.04,0.4926,ema13,32.04,0.4926,ema13,32.04,0.4926,ema13,32.04,0.4926,ema13,32.04,0.4926,ema13,32.04,0.7034,0.3818455594073052
23,,XLMUSDT,LONG,CLOSED,0.1996,0.19818,0.19825,445.3801430875213,20.0,8907.602861750425,44627.26884644502,VERY_STRONG,0.055,0.1375,0.0285,58.0,47.66,23.1588,24.5207,0.5259,0.5287,BULLISH,0.0914,0.0525,18.0539,19.1697,59.2,56.9,47.7,0.2049,45.6,44.8,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,,,,0.5991,0.654,52.3,40.9,95.3,-1.3619,3.0,HEALTHY_BULL,CHOPPY_WEAK,,-0.1832,23.969739278745315,21.490350598764884,0.5226,-0.6,2.2e-05,-0.8265,0.6957,0.2239,-0.1631,,,121595149.166,,-0.1159,2026-06-09T03:22:04.250741,-0.5588,,,2026-06-09T03:05:42.041325,-0.5988,,,1.6033685151150767,3.9799044629948126,5.583272978109889,-68.95399474006203,-0.774102705410824,0.0,-0.774102705410824,0.19971,0.1996,0.0,,,,2026-06-09T03:24:28.738849,-0.2691,ENDED_NEG,1,0.45,,False,,False,,,,2.0,1.0,BTC1H_1hPullback_L,True,-0.5587687875751457,,0,,-0.2691,-0.014,True,0.19855,0.19636,2026-06-09T03:28:50.603378,2026-06-09T03:42:11.795388,-0.5891,-1.6862,4.36,17.72,3.81,-0.6492,-0.8496,0.0,3.81,-0.6492,7.7,-1.3005,,,3.81,-0.6492,2026-06-09T03:28:17.122703,-0.6492,,,,-0.8045,-0.8145,-0.8396,-1.5059,-1.2854,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,-0.3384,8.99,-0.4336,14.6,2026-06-09T03:02:00,2026-06-09T03:24:28.741729,STOP_LOSS L1,MAKER,TAKER,True,,8907.602861750425,121595.149166,False,-0.0451,,,,,False,-0.8496,window,,-0.8496,window,,-0.8496,window,,-0.8496,window,,-0.8496,window,,-0.8496,window,,-0.8496,window,,-0.8496,window,,-0.8496,window,,,0.5594583137998922
22,,1000PEPEUSDT,LONG,CLOSED,0.0027788,0.0027621,0.0027626,890.7602861750427,20.0,17815.205723500854,6411114.770224865,STRONG_BUY,0.0712,0.0675,0.0321,57.34,49.08,20.6794,22.1635,0.2435,0.2441,BULLISH,0.0525,0.0525,18.0539,19.1697,59.2,56.9,47.7,0.2049,45.6,44.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,UNMATCHED,,,0.5991,0.8179,52.3,40.9,89.0,-1.4841,3.0,HEALTHY_BULL,CHOPPY_WEAK,,-0.1832,23.126039775310804,23.776120408444267,0.3423,-0.3248,2.2e-05,-0.4623,0.3439,0.2239,-0.1631,,,172544993.4715936,,-0.1241,2026-06-09T03:27:55.938338,-0.3166,,,2026-06-09T03:27:55.938338,-0.3166,,,8.016842575575383,7.968663048077144,15.985505623652529,-123.05112228640863,-0.6907083993090591,0.16179393983014473,-0.6907083993090591,0.0027858,0.0027788,0.0,,,,2026-06-09T03:31:43.482490,-0.4267,ENDED_NEG,1,0.45,,False,,False,,,,2.0,1.0,UNMATCHED,False,-0.2051058010652108,,0,,-0.4267,-0.1453,True,0.0027878,0.0027611,2026-06-09T04:10:36.442339,2026-06-09T03:34:21.354827,0.2339,-0.727,38.88,2.63,0.0,-0.6982,0.0288,0.0,0.44,-0.5866,21.83,-0.3239,,,0.0,-0.6982,2026-06-09T03:31:43.871920,-0.6982,,,,-0.5902,-0.637,-0.4895,-0.3203,-0.2699,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-06-09T03:27:56.932437,-0.313,,,,,-0.3706,23.72,-0.1476,9.15,2026-06-09T03:01:50,2026-06-09T03:31:43.486185,STOP_LOSS L1,TAKER_FALLBACK,TAKER,True,,17815.205723500854,172544.9934715936,False,-0.1258,-0.4928703037282378,2026-06-09T03:31:03.215771,,,False,0.0288,window,,0.0288,window,,0.0288,window,,0.0288,window,,0.0288,window,,0.0288,window,,0.0288,window,,0.0288,window,,0.0288,window,,,0.30443192458677576
21,,BCHUSDT,LONG,CLOSED,206.47,207.12,207.12,890.7602861750427,20.0,17815.205723500854,86.28471799051124,STRONG_BUY,0.0992,0.0842,0.0414,58.18,49.06,19.4478,19.7875,0.3504,0.3516,BULLISH,0.082,0.0525,18.0539,19.1697,59.2,56.9,47.7,0.2049,45.6,44.8,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,,,,0.5991,1.043,52.3,40.9,87.0,-0.3397,2.0,HEALTHY_BULL,CHOPPY_WEAK,,-0.1832,25.47064377255956,18.813738765044132,0.439,-0.334,2.2e-05,-0.5085,0.4777,0.2239,-0.1631,2026-06-09T03:24:31.253627,,254944274.52,,-0.1159,,,,,2026-06-09T03:10:55.142234,-0.5132,,,3.206737030230154,8.04208085558761,11.248817885817765,44.83624880801503,0.25167404465540066,0.25167404465540066,-0.5180670799631897,207.12,206.47,0.0,0.4033,0.2636,2026-06-09T03:24:31.269390,2026-06-09T03:10:55.144246,-0.0946,RECOVERED,1,0.45,,True,,False,,,,2.0,1.0,BTC1H_1hPullback_L,False,,,0,,0.4081,0.2636,True,207.79,205.81,2026-06-09T03:58:54.884224,2026-06-09T03:35:05.048403,0.5763,-0.3827,34.39,10.56,,,0.4988,,41.41,0.0096,38.05,0.3777,,,,,2026-06-09T03:28:16.107921,0.1695,,,,-0.1163,-0.0194,0.2228,-0.1744,0.1404,,,,,,,2026-06-09T04:04:53.291758,0.0968,2026-06-09T03:31:23.508855,0.1598,2026-06-09T03:31:39.809104,0.0387,2026-06-09T03:31:30.625334,0.1162,2026-06-09T03:31:39.809104,0.0387,2026-06-09T03:31:32.678388,0.1114,2026-06-09T03:31:38.794681,0.0581,False,,,,False,,,,,,,,,,,-0.397,3.89,2026-06-09T03:01:30,2026-06-09T03:24:31.275914,ATR_FIXED_TP L1,MAKER,TAKER,True,,17815.205723500854,254944.27452,False,-0.0048,,,,,False,0.3263,trailing,33.31,0.4988,window,,0.3263,trailing,33.31,0.2763,trailing,35.61,0.4407,stretch,31.47,0.402,stretch,31.76,0.3777,stretch,33.16,0.4988,window,,0.2567,ema5_cross,36.43,0.393,0.40810156295268823
20,,HYPEUSDT,SHORT,CLOSED,61.761,62.334,62.325,594.6069844480535,20.0,11892.13968896107,192.55095754539383,STRONG_BUY,0.6008,0.2001,0.2008,33.1,35.45,28.4755,27.5276,0.3295,-0.3284,BEARISH,-0.2987,-0.0392,21.6689,20.849,43.9,40.7,45.0,0.2223,41.2,42.7,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,W1,,,0.7028,0.8916,11.4,81.8,5.1,0.9479,4.0,HEALTHY_BEAR,HEALTHY_BULL,,-0.2979,13.458205924358685,32.007003989111446,0.5082,-0.457,2.2e-05,-0.8401,-0.7275,-0.0886,-0.2708,2026-06-09T02:50:52.964827,0.09898733828791861,1403076244.43091,,-0.2243,2026-06-09T02:55:49.171283,-0.6721,,,2026-06-09T02:57:39.693793,-0.8989,,,2.140585144012993,5.401112124435561,7.541697268448553,-117.8733959419593,-0.991187448389761,0.40838315441784284,-0.991187448389761,61.761,61.47,0.0,0.799,-0.6922,2026-06-09T02:51:19.522928,2026-06-09T03:00:02.669895,-0.4542,ENDED_NEG,1,0.45,,True,,False,,,,1.0,1.0,W1,False,-0.6720723919625615,,0,,-0.4542,-0.0231,True,62.772,61.806,2026-06-09T03:21:06.374958,2026-06-09T03:43:15.404230,-0.1359,-1.7,21.06,43.21,28.21,-1.3616,-0.4532,0.0,30.99,-1.1397,,,,,28.21,-1.3616,2026-06-09T03:28:15.091324,-1.3616,,,,-1.2563,-0.9163,-0.8499,-1.2417,-1.3583,,,,,2026-06-09T02:57:32.263044,-0.7806,,,,,,,,,,,,,,,False,,,,False,,,2026-06-09T02:54:10.089895,-0.0986,,,2026-06-09T02:57:32.262798,-0.7806,-0.6786,10.19,-0.6786,10.19,2026-06-09T02:45:41,2026-06-09T03:00:02.697367,STOP_LOSS_WIDE L1,MAKER,TAKER,True,,11892.13968896107,500000.0,False,-0.0016,,,,,False,-0.4532,window,,-0.4532,window,,-0.4532,window,,-0.4532,window,,-0.4532,window,,-0.4532,window,,-0.4532,window,,-0.4532,window,,-0.4532,window,,,0.7498590565523007
19,,INJUSDT,SHORT,CLOSED,5.474,5.515,5.512,594.6069844480535,20.0,11892.13968896107,2172.477107957813,VERY_STRONG,0.3494,0.0884,0.0921,41.37,43.47,34.752,34.7456,0.1479,-0.1477,BEARISH,-0.1655,-0.0379,21.6689,20.849,44.5,40.7,45.0,0.2221,41.3,42.7,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,W4,,,0.8513,0.9524,13.6,86.4,41.1,0.0063,3.0,HEALTHY_BEAR,CHOPPY_FLAT,,-0.2964,11.748691005674953,24.309273688491544,0.5471,-0.7293,2.2e-05,-1.2573,-0.3278,-0.0768,-0.2699,2026-06-09T02:51:01.030314,0.08321118012422371,65537663.2415,,-0.2346,2026-06-09T02:47:02.731419,-0.3737,,,2026-06-09T02:53:10.958829,-0.4834,,,2.140585144012993,5.391545062674303,7.532130206687295,-96.60369163295651,-0.8123322981366365,0.26597515527949933,-0.8123322981366365,5.474,5.456,0.0,0.5001,-0.2358,2026-06-09T02:51:01.034997,2026-06-09T02:55:27.795700,-0.4599,ENDED_NEG,1,0.45,,False,,False,,,,1.0,1.0,W4,False,-0.3736987577639653,,0,,-0.4599,0.0818,True,5.558,5.459,2026-06-09T03:00:54.052706,2026-06-09T03:34:39.585177,0.211,-1.5975,5.44,39.2,32.77,-0.7207,0.1197,0.0,,,42.34,-0.0082,,,32.81,-0.8485,2026-06-09T03:28:14.080534,-0.7207,,,,-0.9216,-0.8485,-1.5245,-0.7207,-0.9033,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-06-09T02:54:10.086657,-0.5382,,,,,-0.0813,3.42,-0.3371,5.67,2026-06-09T02:42:17,2026-06-09T02:55:27.798144,STOP_LOSS L1,MAKER,TAKER,True,,11892.13968896107,65537.6632415,False,-0.0183,,,,,False,0.1197,window,,0.1197,window,,0.1197,window,,0.1197,window,,0.1197,window,,0.1197,window,,0.1197,window,,0.1197,window,,0.1197,window,,,0.42648458263419514
18,,XLMUSDT,SHORT,CLOSED,0.1968,0.1984,0.1984,594.6069844480535,20.0,11892.13968896107,60427.53906992413,STRONG_BUY,0.6784,0.1832,0.2212,33.8,36.56,26.2491,24.7466,0.2431,-0.2425,BEARISH,-0.2869,-0.0314,20.7898,19.9031,38.2,47.7,51.4,0.2306,39.8,42.7,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,W1,,,1.0586,1.1452,13.6,86.4,22.5,1.5025,4.0,HEALTHY_BEAR,CHOPPY_FLAT,,-0.3051,10.71359725737156,28.806461128008397,0.5734,-0.6713,2.2e-05,-1.1473,-0.6456,-0.2546,-0.2863,,,121501994.3243,,-0.2346,2026-06-09T02:47:03.511750,-0.6069,,,2026-06-09T02:54:30.956284,-0.8306,,,2.140585144012993,5.394970688162826,7.5355558321758185,-104.21961834405384,-0.8763739837398323,0.0,-0.9221262703252018,0.1968,0.1968,0.0,,,,2026-06-09T02:55:50.408039,-0.4524,ENDED_NEG,1,0.45,,False,,False,,,,1.0,1.0,W1,False,-0.60694385162601,,0,,-0.2715,0.3028,True,0.19985,0.19646,2026-06-09T03:01:17.574156,2026-06-09T03:38:48.161117,0.1098,-1.6128,5.43,42.94,32.91,-0.9217,-0.0173,0.0,,,,,,,32.98,-0.9522,2026-06-09T03:28:13.069108,-0.7642,,,,-0.9116,-0.9167,-1.5112,-1.1504,-0.6931,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-06-09T02:54:10.083840,-0.6578,,,,,-0.4544,5.7,-0.8052,14.74,2026-06-09T02:40:00,2026-06-09T02:55:51.852749,STOP_LOSS L1,MAKER,TAKER,True,,11892.13968896107,121501.9943243,False,-0.0305,,,,,False,-0.0173,window,,-0.0173,window,,-0.0173,window,,-0.0173,window,,-0.0173,window,,-0.0173,window,,-0.0173,window,,-0.0173,window,,-0.0173,window,,,0.2125614275785171
17,,LINKUSDT,SHORT,CLOSED,7.803,7.84,7.84,454.6069844480535,20.0,9092.13968896107,1165.2107764912303,VERY_STRONG,0.3469,0.0862,0.0964,28.66,37.62,32.7565,32.6344,0.2565,-0.2558,BEARISH,-0.1569,-0.0645,20.7855,20.3339,36.3,37.0,48.6,0.2122,40.2,42.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,UNMATCHED,,,0.8531,0.6394,9.1,88.6,4.5,0.1221,3.0,HEALTHY_BEAR,CHOPPY_FLAT,,-0.3379,14.550627635218497,29.772650075160595,0.3143,-0.5312,2.2e-05,-0.8857,-0.4379,-0.2157,-0.2818,,,107221707.266,,-0.265,2026-06-09T02:30:01.614196,-0.5246,,,2026-06-09T02:47:03.539888,-0.5502,,,1.6365851440129926,4.11086361946106,5.747448763474053,-48.86024749364948,-0.5373899782135066,0.10367755991285275,-0.5758540305010897,7.803,7.79,0.0,0.4051,-0.0825,2026-06-09T02:38:31.693655,2026-06-09T02:47:17.347682,-0.2329,ENDED_NEG,1,0.45,,False,,False,,,,1.0,1.0,UNMATCHED,False,-0.5245686274509864,,0,,-0.1185,0.1381,True,7.884,7.837,2026-06-09T03:17:05.710176,2026-06-09T03:34:21.354827,-0.4987,-1.1011,22.34,39.6,33.45,-0.7935,-0.6653,0.0,36.3,-0.7422,,,,,33.45,-0.7935,2026-06-09T03:28:12.057709,-0.7935,,,,-0.6141,-0.6269,-0.6525,-0.7935,-0.7422,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-06-09T02:30:08.309548,-0.5117,2026-06-09T02:35:44.100490,-0.1399,,,-0.2425,4.5,-0.3194,3.37,2026-06-09T02:21:44,2026-06-09T02:54:45.289376,EMA13_CROSS_EXIT L1,MAKER,TAKER,True,,9092.13968896107,107221.707266,False,-0.0128,,,,,False,-0.6653,window,,-0.6653,window,,-0.6653,window,,-0.6653,window,,-0.6653,window,,-0.6653,window,,-0.6653,window,,-0.6653,window,,-0.6653,window,,,0.3793456458104199
16,,AAVEUSDT,SHORT,CLOSED,63.59,63.36,63.33,1050.7301362622793,30.0,31521.90408786838,495.70536386017267,STRONG_BUY,0.2794,0.0847,0.0918,34.98,38.35,25.1357,24.4466,0.3037,-0.3028,BEARISH,-0.1559,-0.1177,22.5358,21.8083,37.5,38.5,49.5,0.2341,48.0,53.2,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,W1+W2,,,0.9419,1.1531,11.4,86.4,7.8,0.6891,5.0,HEALTHY_BEAR,STRONG_BEAR,,-0.1854,15.448878431592592,31.433080420199794,0.3595,-0.2251,-0.000161,-0.3161,-0.4787,-0.277,0.0525,2026-06-08T23:32:41.715711,0.09879383550873494,43451610.267,,-0.3085,,,,,,,,,14.184856839540771,14.133551334381243,28.318408173922016,85.69382551391968,0.27185485139173454,0.6337097027834578,-0.15293127850290789,63.59,63.13,0.0,0.4719,-0.343,2026-06-08T23:55:28.459382,2026-06-08T23:30:13.815860,0.2407,NEVER,2,0.9,,True,,False,,,,2.0,1.5,W1+W2,False,,0.27185485139173454,0,,0.0434,-0.3357,True,63.52,61.96,2026-06-09T00:16:59.557551,2026-06-09T00:39:59.155777,2.4733,0.0201,19.04,42.03,,,1.9386,,18.87,0.083,44.73,1.8914,,,,,,,,,,0.1931,0.1931,0.1773,0.4604,1.2939,2026-06-08T23:55:07.409709,,,,,,2026-06-09T00:16:19.246847,0.3031,2026-06-09T00:08:20.472392,0.3503,2026-06-09T00:08:23.503178,0.3503,2026-06-09T00:08:23.503178,0.3503,2026-06-09T00:08:25.522304,0.3189,2026-06-08T23:58:12.595586,0.2717,2026-06-08T23:58:11.585598,0.2402,False,,,,False,,,,,,,,,-0.0743,11.26,-0.0113,6.78,2026-06-08T23:29:27,2026-06-08T23:57:57.052771,TRAILING_STOP L2,TAKER_FALLBACK,TAKER,True,,31521.90408786838,43451.610267,False,0.0,,,,,False,0.3837,trailing,26.57,0.0337,trailing,47.43,0.3837,trailing,26.57,0.3337,trailing,27.86,0.5393,stretch,26.04,0.4921,stretch,26.23,0.4449,stretch,26.31,1.9386,window,,0.2088,ema5_cross,29.11,0.9481,0.4730509857442804
15,,FETUSDT,SHORT,CLOSED,0.21030000000000001,0.2084,0.2087,940.0219762907388,30.0,28200.659288722167,134097.28620409968,VERY_STRONG,0.3301,0.085,0.0996,36.39,40.83,30.8733,29.7928,0.4129,-0.4112,BEARISH,-0.1633,-0.1225,22.5358,21.8083,36.4,38.5,49.5,0.2338,47.1,53.2,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,W1+W2,,,0.8627,0.7507,11.4,86.4,16.7,1.0805,3.0,HEALTHY_BEAR,HEALTHY_BEAR,,-0.1906,11.233206424062375,29.555829751063623,0.5354,-0.3878,-0.000161,-0.5854,-0.595,-0.3204,0.0454,2026-06-08T23:31:38.795595,0.07971754636235019,50452113.9085,,-0.301,,,,,,,,,5.07611867196999,12.575643500220469,17.65176217219046,237.13308161560064,0.8408777936281562,1.2214579172610593,-0.3008625772705529,0.21030000000000001,0.2076,0.0,1.0761,-0.3124,2026-06-08T23:55:18.963534,2026-06-08T23:27:30.147236,0.1271,RECOVERED,2,0.9,,True,,False,,,,2.0,1.5,W1+W2,True,,0.8408777936281562,0,,0.6881,-0.3124,True,0.2101,0.2052,2026-06-09T00:16:53.515099,2026-06-09T00:39:00.466218,2.3621,0.0321,21.56,43.67,,,1.9341,,15.86,0.5552,22.61,0.2223,,,,,,,,,,0.6503,0.5552,0.4125,0.6503,1.0782,2026-06-08T23:55:18.284732,,2026-06-08T23:55:18.944254,,,,2026-06-08T23:56:09.742295,0.6027,2026-06-08T23:56:06.700907,0.6503,2026-06-08T23:56:07.713661,0.6027,2026-06-08T23:56:06.700907,0.6503,2026-06-08T23:56:07.713661,0.6027,2026-06-08T23:56:08.731028,0.6503,2026-06-08T23:56:20.894931,0.6503,False,,,,False,,,,,,,,,-0.0154,13.84,-0.063,10.48,2026-06-08T23:26:52,2026-06-08T23:55:19.520161,TRAILING_STOP L2,MAKER,TAKER,True,,28200.659288722167,50452.1139085,False,-0.0476,,,,,False,0.686,trailing,28.42,0.6215,trailing,29.24,0.686,trailing,28.42,0.2215,trailing,49.58,0.7929,stretch,28.85,0.6503,stretch,29.2,0.5552,stretch,29.68,0.4603,stretch,27.86,0.2699,ema5_cross,31.78,1.081,0.6690066789913651
